society_id,society_name,region,lat,lon,focal_year,EA030_code,EA030_label,comment,references
Ih5,Ajie,,-21.37,165.47,1860,7,Villages/towns,,barrau1956; guiart1956b; guiart1963; leenhardt1930; leenhardt1937
Ih6,Rotumans,,-12.5,177.07,1890,7,Villages/towns,,gardner1897; howardandhoward1964; russell1942
Ih7,Lifu,,-20.94,167.23,1910,7,Villages/towns,,hadfield1920; ray1917
Ih8,Vanua Levu,,-17.81,178.32,1940,7,Villages/towns,,quain1949
Ih9,Santa Cruz Islanders,,-10.73,165.85,1930,7,Villages/towns,,davenport1964
Ii1,American Samoans,,-13.68,-172.41,1920,7,Villages/towns,,buck1930; cook1942; ember1959; freeman1965; grattan1948; kramer190102; kramer1906:253-315; mead1928; mead1930c; mead1937c; mead1950b; murdock1934l; stair1897; turner1884
Ii10,Rennell Islanders,,-11.74,160.42,1950,6,Hamlets,,birketsmith1956
Ii12,Tongans,,-19.74,-175.07,1920,7,Villages/towns,,beagleholeandbeaglehole1941; gifford1929
Ii13,Uveans,,-13.28,-176.17,1830,7,Villages/towns,,burrows1937
Ii14,Upolu Samoans,,-13.94,-171.77,1829,7,Villages/towns,,buck1930; bulow1971; davidson1948; ember1962; grattan1948; keesing1934; kramer190102; kramer1906:253-315; panoff1964; stair1897; turner1884
Ii2,Tikopia,,-12.29,168.83,1930,6,Hamlets,,firth1936; firth1939; firth1940; firth1952; firth1956; firth1960
Ii3,Pukapukans,,-10.89,-165.84,1930,7,Villages/towns,,beagleholeandbeaglehole1938; macgregor1935
Ii4,Ellice,,-7.48,178.68,1890,7,Villages/towns,,kennedy1931; white1965
Ii5,Ontong Java,,-5.48,159.7,1920,3,Semisedentary,,hogbin1931a; hogbin1931b; hogbin1931c; hogbin1938
Ii6,Tokelau,,-9.2,-171.85,1900,7,Villages/towns,,macgregor1937
Ii7,Kapingamarangi,,1.09,154.8,1910,7,Villages/towns,,buck1950; eilers1934; emory1965
Ii8,Futunans,,-14.31,-178.11,1840,7,Villages/towns,,burrows1936
Ii9,Niueans,,-19.05,-169.86,1840,7,Villages/towns,,loeb1926a
Ij1,Mangaians,,-21.93,-157.91,1820,5,Dispersed homesteads,,buck1934
Ij10,Tongarevans,,-9.02,-158.03,1900,5,Dispersed homesteads,,buck1932b
Ij2,Māori,,-38.41,176.31,1820,7,Villages/towns,,best1924; best1925; best1952; buck1949; cruise1824; earle1832; firth1959; gudgeon1885; hawthorn1944; maning1876; polack1838; reed1963; shortland1856; wright1959
Ij3,Marquesans,,-8.9,-140.08,1900,5,Dispersed homesteads,,forster1777; handy1922; handy1923; labarre1934; linton1923; linton1939a; lisiansky1814; miranda1964; porter1823; sheahan1952; suggs1966; suggs1971; sullivan1923; tautain1896; tautain1897
Ij4,Manihikians,,-10.41,-160.98,1850,7,Villages/towns,,buck1932a
Ij5,Raroians,,-15.94,-142.31,1900,5,Dispersed homesteads,,danielsson1954; danielsson1955
Ij6,Hawaiians,,19.89,-155.83,1800,7,Villages/towns,,buck1957; handyetal1933; malo1951; vayda1956
Ij7,Mangarevans,,-23.12,-134.97,1900,7,Villages/towns,,buck1938; laval1938
Ij8,Tahitians,,-17.71,-149.54,1900,7,Villages/towns,,ellis1905; handy1930; henry1928
Ij9,Easter Islanders,,-27.12,-109.36,1860,7,Villages/towns,,metraux1940
Na1,Nabesna,,63,-141,1930,2,Seminomadic,,mckennan1959
Na10,Chugach,,60.72,-146.49,1930,7,Villages/towns,,birketsmith1953
Na11,Sivokakmeit,,63.34,-170.3,1920,7,Villages/towns,,hughes1958; hughes1960; moore1923
Na12,Nunamiut,,68,-152,1950,2,Seminomadic,,gubser1965; pospisilandlaughlin1963; spencer1959
Na13,Nunatsiarmiut,,65.24,-64.63,1880,2,Seminomadic,,boas1888; boas190107
Na14,Inughuit (Northern Greenland),,78,-70,1880,2,Seminomadic,,birketsmith1928b; ekblaw192728; kroeber1899; oswalt1963; rasmussen1908; steensby1910
Na15,Tlicho,,63,-117,1860,2,Seminomadic,,helmandlurie1961
Na16,Délįne,,65,-119,1860,1,Nomadic,,osgood1931
Na17,DeneTha,,61,-120,1860,2,Seminomadic,,helm1961; helmandleacocknd; honigmann1946; macneish1960b; mason1946
Na19,Dakelh,,54,-124,1880,3,Semisedentary,,jenness1943; morice1893; ray1942
Na2,Tareumiut,,71,-157,1880,3,Semisedentary,,chance1966; murdoch1892; spencer1959
Na20,Kutchin,,66,-135,1880,2,Seminomadic,,osgood1936; slobodin1962
Na21,Caribou Inuit,,63,-96,1900,2,Seminomadic,,birketsmith1929; rasmussen1930
Na22,Iglulik Inuit,,70,-82,1920,2,Seminomadic,,birketsmith1928b; damas1964; mathiassen1928; rasmussen1929
Na23,Labrador Inuit,,58,-65,1890,2,Seminomadic,,hawkes1916; turner1894
Na24,Tasiilaq,,66,-37,1880,3,Semisedentary,,holm1911; ostermann1938; rink1911; thalbitzer1914; thalbitzer191721
Na25,Kalaallit (West Greenland),,68.66,-51.22,1910,3,Semisedentary,,birketsmith1924; bugge1952; cranz1767; egede1818; nansen1893; porsild1915; rink1877; saabye1818
Na26,Dena'ina,,62,-144,1870,7,Villages/towns,,osgood1933; osgood1937
Na27,Tahltan,,58,-131,1870,3,Semisedentary,,emmons1911; maclachlan1957; teit1906a; teit1956
Na28,Sekani,,56,-123,1880,2,Seminomadic,,jenness1937
Na29,Beaver,,58,-117,1850,2,Seminomadic,,goddard1916
Na3,Copper Inuit,,69,-110,1920,2,Seminomadic,,jenness1917; jenness1922; jenness1928; rasmussen1932; stefansson1914
Na30,Dene,,60,-105,1880,2,Seminomadic,,birketsmith1930; macneish1960a; vanstone1965
Na31,Eastern Cree,,51,-85,1850,2,Seminomadic,,skinner1912
Na32,Montagnais,,48,-72,1880,2,Seminomadic,,burgesse1944; lane1952; leacock1969; lips1947a; lips1947b; speck1931; speck1935
Na33,Northern Saulteaux,,52,-98,1870,2,Seminomadic,,dunning1959b; hallowell1938a; hallowell1938b; hallowell1939; hallowell1940; hallowell1941; hallowell1942; hallowell1955; hallowell1963; skinner1912
Na34,Pekangekum,,52,-94,1940,3,Semisedentary,,dunning1959a; dunning1959b
Na35,Nipigon,,50,-88,1800,2,Seminomadic,,cameron1890; grant1890
Na36,Minnesota Ojibwa,,49,-96,1860,2,Seminomadic,,barnouw1950; barrett1911a; densmore1929; hesketh1923; hilger1939; hilger1951; kinietz1947
Na37,Rainy River Ojibwe,,49,-92,1880,2,Seminomadic,,landes1937a; landes1937b; landes1938
Na38,Katikitegon,,46,-92,1800,3,Semisedentary,,grant1890; kinietz1947
Na39,Eastern Ojibwa,,46,-85,1870,2,Seminomadic,,jenness1935
Na4,Kaska,,59,-128,1920,2,Seminomadic,,honigmann1949; honigmann1954; teit1956; underwoodandhonigmann1947
Na40,Ottawa,,46,-82,1650,3,Semisedentary,,kinietz1940c; morgan1871
Na41,Mi'kmaq,,47,-65,1700,2,Seminomadic,,bock1966; denys1908; johnson1943; leclercq1910; speckanddexter1951; wallisandwallis1955
Na42,Potawatomi,,44,-85,1760,3,Semisedentary,,kinietz1940d; quimby1940; searey1965; skinner1924
Na43,Netsilik,,69,-96,1920,2,Seminomadic,,balikei1963a; balikei1963b; rasmussen1931
Na44,Nunavimmiut,,62,-76,1910,2,Seminomadic,,graburn1964
Na45,Mistissini Cree,,51.75,-72.66,1900,2,Seminomadic,,rogers1963a; rogersandrogers1963; speck1923; speck1930
Na5,Naskapi,,58,-70,1890,2,Seminomadic,,lips1947a; speck1935; strong1929b; turner1890
Na6,Nunivak,,60,-166,1930,3,Semisedentary,,lantis1946
Na7,Attawapiskat Cree,,53,-83,1900,2,Seminomadic,,gmann1953; honigmann1956b
Na8,Deg Xit'an,,62,-160,1880,2,Seminomadic,,osgood1940; osgood1958; osgood1959
Na9,Aleut,,53.86,-166.79,1830,7,Villages/towns,,bank1953; cook1785; coxe1804; elliott1886; golder192225; jochelson1925; langsdorff1817; lantis1970b; sarychev1806; sauer1802; veniaminov1840
Nb1,Haida,,54,-132,1890,7,Villages/towns,,murdock1934a; murdock1934b:221-263; murdock1936a; niblack1890; swanton1909
Nb10,Alkatcho,,53,-126,1865,3,Semisedentary,,goldman1940; goldman1941
Nb11,Nuu chah nulth,,49.16,-125.85,1880,3,Semisedentary,,drucker1951; koppert1930b
Nb12,Klahoose,,51,-125,1880,3,Semisedentary,,barnett1938; barnett1939; barnett1955
Nb13,Squamish,,50,-123,1880,3,Semisedentary,,barnett1938; barnett1939; barnett1955; hilltout1900
Nb14,Comox,,49.72,-124.97,1880,3,Semisedentary,,barnett1938; barnett1939; barnett1955
Nb15,Lummi,,48.84,-123.27,1880,2,Seminomadic,,curtis1912; stern1934; suttles1954
Nb16,Klallam,,48,-123,1860,2,Seminomadic,,eells1887b; gunthere1927
Nb17,Puyallup,,47,-122,1870,3,Semisedentary,,ballard1935; haeberlinandgunther1930; smith1940b
Nb18,Quileute,,47.91,-124.59,1880,7,Villages/towns,,pettitt1950
Nb19,Lower Chinook,,45.99,-123.77,1850,7,Villages/towns,,ray1938; ray1942
Nb2,Twana,,48,-123,1850,3,Semisedentary,,eells1877; elmendorf1960
Nb20,Tillamook,,44.75,-123.72,1870,7,Villages/towns,,barnett1937; boas1923
Nb21,Coos,,43,-124,1860,7,Villages/towns,,barnett1937; jacobs1940
Nb22,Tlingit,,58.12,-133.92,1880,3,Semisedentary,,durlach1928; jochelson1925; krause1956; oberg1934; swanton1908
Nb23,Heiltsuk,,52,-128,1880,3,Semisedentary,,boas1938; drucker1950; olson1955
Nb24,Makah,,48.33,-124.62,1860,3,Semisedentary,,colson1953; swan1868
Nb25,Quinault,,47.42,-124.16,1860,2,Seminomadic,,olson1936a; willoughby1889
Nb26,Cowichan,,49.01,-122.73,1880,3,Semisedentary,,barnett1938; barnett1939; barnett1955; lane1963a
Nb27,Stó:lō,,49,-122,1880,3,Semisedentary,,duff1952; hilltout1902; hilltout1904
Nb28,Alsea,,44,-124,1860,7,Villages/towns,,barnett1937; drucker1939
Nb29,Siuslaw,,44,-124,1860,7,Villages/towns,,barnett1937; frachtenberg1914
Nb3,Kwakwaka'wakw,,51,-127.49,1890,7,Villages/towns,,benedict1934; boas1895b; boas1909; boas1966; codere1950; ford1941; goldman1937a; rohner1965
Nb30,Takelma,,42,-123,1860,2,Seminomadic,,sapir1907
Nb31,Tututni,,42,-124,1870,3,Semisedentary,,barnett1937; drucker1936a; dubois1936
Nb32,Shasta,,41,-122,1860,3,Semisedentary,,dixon1907; holt1946; kroeber1925d; voegelin1942
Nb33,Chimariko,,41,-123,1860,7,Villages/towns,,dixon1910; driver1939
Nb34,Karuk,,42,-123,1860,7,Villages/towns,,driver1939; gifford1922:31-33; kroeber1925c
Nb35,Hupa,,41,-123,1860,7,Villages/towns,,driver1939; goddard1903; kroeber1934; taylor1947; wallace1947b
Nb36,Wiyot,,39.81,-123.55,1860,7,Villages/towns,,driver1939; gifford1922:29-30; kroeber1925a
Nb37,Lassik,,40,-123,1860,2,Seminomadic,,essene1940; gifford1922
Nb38,Mattole-Bear River,,40.35,-123.47,1860,7,Villages/towns,,driver1939; nomland1938
Nb39,Sinkyone,,39.73,-123.6,1860,7,Villages/towns,,driver1939; nomland1935
Nb4,Yurok,,41,-124,1850,7,Villages/towns,,erickson1943; heizerandmills1952; kroeber1925b; kroeber1960; loeffelholz1893; watermanandkroeber1934
Nb5,Eyak,,60.34,-144.85,1890,7,Villages/towns,,birketsmithanddelaguna1938
Nb6,Tolowa,,42,-124,1870,3,Semisedentary,,driver1939; drucker1936a; dubois1932
Nb7,Tsimshian,,54.64,-130.25,1880,3,Semisedentary,,garfield1939; garfieldetal1951
Nb8,Haisla,,54,-129,1880,3,Semisedentary,,lopatin1945; olson1940
Nb9,Nuxalk,,52,-127,1880,7,Villages/towns,,boas1891b; drucker1950; mcilwraith1948; smith1925a
Nc1,Nomlaki,,39,-122,1850,7,Villages/towns,,goldschmidt1951
Nc10,Achumawi,,41,-121,1860,2,Seminomadic,,goldman1940; goldman1941
Nc11,Yana,,41,-122,1860,2,Seminomadic,,gifford1928; giffordandkroeber1936; sapir1918; sapirandspier1943
Nc12,Maidu,,40,-121,1850,3,Semisedentary,,dixon1905; gifford1922:46-47; voegelin1942
Nc13,Nisenan,,39,-121,1850,3,Semisedentary,,beals1933; faye1923; voegelin1942
Nc14,Wintu,,41,-122,1860,2,Seminomadic,,dubois1935; gifford1922; lee1940; voegelin1942; washington1909
Nc15,Coast Yuki,,39.34,-123.77,1860,2,Seminomadic,,driver1939; gifford1939
Nc16,Huchnom,,39,-123,1860,2,Seminomadic,,foster1944; gifford1922:118-119
Nc17,Northern Pomo,,39,-123,1860,2,Seminomadic,,essene1942; gifford1922:109-111; giffordandkroeber1937a
Nc18,Eastern Pomo,,39,-123,1860,3,Semisedentary,,aginskyandaginsky1967; barrett1908; barrett1916; barrett1917a; barrett1952; freeland1923; gifford1926a; giffordandkroeber1937b; kroeber1953; loeb1926b
Nc19,Southern Pomo,,38.55,-122.94,1860,2,Seminomadic,,aginsky1935; gifford1922:113-115; giffordandkroeber1937a
Nc2,Tübalulabal,,39,-118,1850,2,Seminomadic,,gifford1917; voegelin1938
Nc20,Wappo,,38.22,-122.56,1860,2,Seminomadic,,driver1936; gifford1922:115-118; radin1924
Nc21,Lake Miwok,,38.75,-123.2,1860,2,Seminomadic,,gifford1922:91-93; giffordandkroeber1937a
Nc22,Patwin,,39,-122,1850,2,Seminomadic,,giffordandkroeber1937a; kroeber1932; mckern1922; mckern1924
Nc23,Western Mono,,37,-119,1870,2,Seminomadic,,aginsky1943; driver1937; gayton1930; gayton1945; gayton1948a; gifford1922
Nc24,Southern Valley Yokuts,,36,-120,1860,2,Seminomadic,,bealsandhester1958; cook1955; gayton1936; gayton1948a; kroeber1925e; latta1949; powers1877
Nc25,Wukchumni,,36,-119,1860,2,Seminomadic,,bealsandhester1958; cook1955; gayton1936; gayton1948a; kroeber1925e; latta1949; powers1877
Nc26,Salinan,,36,-121,1770,3,Semisedentary,,harrington1942; mason1912
Nc27,Kawaiisu,,35,-118,1860,2,Seminomadic,,driver1937; gifford1917
Nc28,Chumash,,34.44,-119.71,1800,3,Semisedentary,,harrington1942; kroeber1925f
Nc29,Tongva,,34,-118,1770,3,Semisedentary,,harrington1942; johnston1964; kroeber1925h; reid1926
Nc3,Northern Foothill Yokuts,,36,-120,1850,2,Seminomadic,,driver1937; gayton1930; gayton1948a; kroeber1925e
Nc30,Serrano,,34,-117,1870,2,Seminomadic,,benedict1924; drucker1937; gifford1918:178-186; gifford1922:53-56; strong1929a:5-35
Nc31,Cahuilla (Desert),,33,-116,1870,2,Seminomadic,,drucker1937; gifford1918:186-201; gifford1922:56-60; hooper1920; strong1929a:5-35
Nc32,Cupeño,,33,-117,1870,2,Seminomadic,,drucker1937; gifford1918:186-201; gifford1922:56-60; hooper1920; strong1929a:5-35
Nc33,Luiseño,,33,-117,1860,2,Seminomadic,,drucker1937; dubois1908; gifford1918:201-214; harrington1934; kroeber1917a; malccot1964; sparkman1908; strong1929a:5-35; white1963
Nc34,Kiliwa,,31,-115,1880,2,Seminomadic,,meigs1939
Nc4,Atsugewi,,41,-121,1860,2,Seminomadic,,garth1944; garth1953; voegelin1942
Nc5,Central Sierra Miwok,,38,-120,1850,3,Semisedentary,,aginsky1943; barrettandgifford1933; gifford1916; gifford1926c; gifford1955
Nc6,Kumeyaay,,32,-116,1850,2,Seminomadic,,drucker1937; gifford1922:68-71; luomala1963; spier1923
Nc7,Yuki,,40,-123,1850,3,Semisedentary,,essene1942; foster1944; gifford1922:118-122
Nc8,Klamath,,43,-122,1860,2,Seminomadic,,gatschet1890; pearsall1950; spier1930; stern1965; voegelin1942
Nc9,Modoc,,42,-122,1860,2,Seminomadic,,ray1963; voegelin1942
Nd1,Tenino,,45,-121,1850,3,Semisedentary,,murdock1958; ray1942
Nd10,Nlaka'pamux,,50,-122,1860,2,Seminomadic,,ray1942; teit1900
Nd11,Shuswap,,51,-120,1850,2,Seminomadic,,ray1942; teit1909
Nd12,Bitterroot Salish,,46,-113,1860,2,Seminomadic,,ray1942; teit1930; turneyhigh1937
Nd13,Kalispel,,49,-117,1860,2,Seminomadic,,ray1942; teit1930
Nd14,Coeur d’Alene,,48,-117,1860,2,Seminomadic,,ray1942; teit1930
Nd15,Sinkaitk,,49,-120,1880,2,Seminomadic,,clineetal1938
Nd16,Wenatchi,,48,-121,1870,2,Seminomadic,,ray1942; teit1928
Nd17,Klikitat,,46,-122,1870,2,Seminomadic,,jacobs1932; ray1942
Nd18,Wishram,,46,-121,1860,3,Semisedentary,,spierandsapir1930
Nd19,Umatilla,,46,-119,1860,2,Seminomadic,,ray1939; ray1942; rigsby1963
Nd2,Southern Ute,,38,-109,1860,2,Seminomadic,,gifford1940; hillandhill1970; lowie1924; opler1940a; stewart1942
Nd20,Nez Perce,,45,-115,1850,2,Seminomadic,,curtis1911; elmendorf1963; haines1955; spiden1908
Nd21,Tagotoka,,43,-117,1870,2,Seminomadic,,stewart1941
Nd22,Wadadokado,,43,-119,1870,2,Seminomadic,,stewart1937; stewart1941; whiting1950
Nd23,Atsakudokwa,,42,-118,1870,2,Seminomadic,,stewart1941
Nd24,Kidutokado,,42,-120,1870,2,Seminomadic,,anguloandfreeland1929; kelly1932; kroeber1917a; stewart1941
Nd25,Sawakudokwa,,41,-118,1870,2,Seminomadic,,steward1941; stewart1941
Nd26,Wadatkuht,,41,-120,1870,2,Seminomadic,,riddell1960
Nd27,Kuyuidokado,,40,-119,1860,2,Seminomadic,,park1934; park1937; park1938a; stewart1941
Nd28,Toedokado,,40,-118,1870,2,Seminomadic,,stewart1941
Nd29,Tunava (Deep Springs and Fish Lake),,37,-118,1870,2,Seminomadic,,steward1938; steward1941
Nd3,Havasupai,,36,-112,1870,3,Semisedentary,,cushing1882; iliff1954; james1903; smithson1959; spier1928; wpawp1940
Nd30,Eastern Mono,,37,-118,1870,2,Seminomadic,,driver1937; steward1933
Nd31,Koso,,36,-118,1850,2,Seminomadic,,driver1937; steward1938
Nd32,Tümpisa Shoshone (Saline and Panamint),,36,-117,1850,2,Seminomadic,,driver1937; steward1938
Nd33,Beatty,,37,-116,1870,2,Seminomadic,,steward1938; steward1941
Nd34,Lida Shoshoni,,37,-117,1870,2,Seminomadic,,steward1938; steward1941
Nd35,Mahaguaduka,,39,-117,1870,2,Seminomadic,,steward1938; steward1941
Nd36,Wiyambituka,,39,-117,1870,2,Seminomadic,,steward1938; steward1941
Nd37,Railroad Valley Shoshoni,,39,-116,1870,2,Seminomadic,,steward1938; steward1941
Nd38,Ely Shoshoni,,39,-115,1870,2,Seminomadic,,steward1938; steward1941
Nd39,Spring Valley Shoshoni,,40,-115,1870,2,Seminomadic,,steward1938; steward1941
Nd4,Sanpoil,,48,-119,1870,2,Seminomadic,,ray1932; ray1942
Nd40,Tubaduka,,40,-113,1870,2,Seminomadic,,steward1938; steward1943
Nd41,Wadaduka,,41,-116,1870,2,Seminomadic,,steward1938; steward1941
Nd42,Elko Shoshoni,,41,-116,1870,2,Seminomadic,,steward1938; steward1941
Nd43,White Knife Shoshoni,,41,-117,1860,2,Seminomadic,,harris1940; steward1941
Nd44,Yahanduka,,42,-115,1850,2,Seminomadic,,steward1938; steward1941
Nd45,Bohogue,,43,-112,1860,2,Seminomadic,,murphyandmurphy1960; steward1938; steward1943
Nd46,Agaiduka,,44,-112,1860,2,Seminomadic,,lowie1909; steward1938; steward1943
Nd47,Tukudika,,44,-111,1850,2,Seminomadic,,hultkrantz1957; lowie1909; steward1938
Nd48,Gosiute,,40,-114,1860,2,Seminomadic,,malouf1950; steward1938; steward1943; stewart1942
Nd49,Antarianunts,,37,-110,1860,2,Seminomadic,,kelly1964; stewart1942
Nd5,Hukundika,,42,-112,1870,2,Seminomadic,,hoebel1939; steward1943
Nd50,Panguitch,,38,-112,1860,2,Seminomadic,,kelly1964
Nd51,Moapa,,36,-115,1860,2,Seminomadic,,lowie1924; watkins1945
Nd52,Shivwits,,36,-117,1860,2,Seminomadic,,drucker1941; lowie1924; stewart1942
Nd53,Southern Paiute (Kaibab),,36,-113,1860,2,Seminomadic,,gifford1917; kelly1938; kelly1964; stewart1942
Nd54,Chemehuevi,,35,-115,1860,2,Seminomadic,,drucker1937; kroeber1925g
Nd55,Southern Paiute (Las Vegas),,36,-115,1860,2,Seminomadic,,driver1937; steward1938; steward1941
Nd56,San Juan,,36,-111,1860,2,Seminomadic,,kelly1964; stewart1942
Nd57,Pahvant,,39,-113,1860,2,Seminomadic,,steward1938; stewart1942
Nd58,Uintah Ute,,40,-112,1860,2,Seminomadic,,gifford1917; lowie1924; stewart1942
Nd59,Moanunts,,39,-112,1860,2,Seminomadic,,stewart1942
Nd6,Washo,,39,-120,1850,2,Seminomadic,,barrett1917b; downs1966; freed1960; lowie1939; stewart1941
Nd60,Moache,,37,-105,1860,2,Seminomadic,,stewart1942
Nd61,Taviwatsiu,,40,-105,1860,2,Seminomadic,,stewart1942
Nd62,Uncompahgre Ute,,39,-107,1860,1,Nomadic,,lowie1924; stewart1942
Nd63,Bannock,,43,-112,1860,2,Seminomadic,,lowie1930; murphyandmurphy1960; steward1943
Nd64,Wind River Eastern Shoshone,,43,-109,1860,2,Seminomadic,,hultkrantz1958; lowie1924; murphyandmurphy1960; shimkin1947a; shimkin1947b
Nd65,Hualapai,,36,-114,1870,2,Seminomadic,,drucker1941; kniffenetal1935
Nd66,Yavapai,,35,-112,1870,2,Seminomadic,,drucker1941; gifford1936
Nd67,Tolkepaya,,34,-114,1870,2,Seminomadic,,gifford1936
Nd7,Kutenai,,50,-117,1880,2,Seminomadic,,boas1918; chamberlain1892; ray1942; turneyhigh1941
Nd8,Chilcotin,,52,-122,1880,2,Seminomadic,,lane1963b; morice1893; ray1942; teit1907
Nd9,Lillooet,,50.02,-124.78,1860,2,Seminomadic,,hilltout1905; ray1942; teit1906b
Ne1,Gros Ventre,,48.78,-108.98,1880,1,Nomadic,,cooper1956; flannery1953; kroeber1908c
Ne10,Arikara,,46,-101,1860,7,Villages/towns,,curtis1909b; gilmore1927; lowie1912a; macgowan1942; willandhyde1917
Ne11,Assiniboine,,48,-106,1870,1,Nomadic,,denig1930; lowie1910; rodnick1938
Ne12,Blackfoot,,51,-112,1850,1,Nomadic,,ewers1958; hanksandrichardson1945; wissler1910; wissler1911
Ne13,Kainai,,51,-115,1850,1,Nomadic,,ewers1955; goldfrank1945a; wissler1910; wissler1911
Ne14,Bungi,,51,-100,1850,1,Nomadic,,hesketh1923; howard1961; howard1965a; skinner1914b
Ne15,Hidatsa,,47,-101,1860,3,Semisedentary,,bowers1965; curtis1909; matthews1877; wiedneuwied1906; wilson1917
Ne16,Karankawa,,29,-96,1800,1,Nomadic,,gatschet1891; schaedel1949
Ne17,Kiowa,,36,-99,1860,2,Seminomadic,,lowie1923; mooney1898; richardson1940
Ne18,Piegan,,49,-115,1850,1,Nomadic,,ewers1955; josselindejong1912; michelson1916; wissler1911
Ne19,Plains Cree,,45,-94,1850,1,Nomadic,,mandelbaum1940; skinner1914a
Ne2,Kiowa Apache,,36,-99,1870,1,Nomadic,,mcallister1937
Ne20,Santee,,45,-94,1850,2,Seminomadic,,mead1937c; riggs1893; skinner1919; wallis1947
Ne21,Coahuilteco,,29,-99,1760,NA,Missing data,,
Ne3,Comanche,,33,-100,1870,1,Nomadic,,gladwin1948; hoebel1940; lee1957; rister1955; wallaceandhoebel1952
Ne4,Crow,,45,-108,1870,2,Seminomadic,,denig1953; lowie1912b; lowie1917b; lowie1919; lowie1922; lowie1935; wagnerandallen1933
Ne5,Cheyenne,,39,-104,1860,1,Nomadic,,anderson1949; eggan1937b; grinnell1918; grinnell1923; hilger1946; hoebel1960; mooney190507
Ne6,Mandan,,47,-101,1830,3,Semisedentary,,bowers1950; lowie1917a; willandspinden1906
Ne7,Sarcee,,54,-110,1880,1,Nomadic,,honigmann1956a; jenness1938
Ne8,Teton,,43,-103,1870,2,Seminomadic,,curtis1908; deloria1932; dorsey1894; erikson1939; erikson1950; ewers1937; goldfrank1943; hassrick1944; hassrick1964; macgregor1946; mckeel1936; mekeel1936; mirsky1937b; niehardt1951
Ne9,Arapaho,,40,-103,1860,2,Seminomadic,,eggan1937b; elkin1940b; hilger1952; kroeber190207; michelson1934
Nf10,Iowa,,41,-95,1870,3,Semisedentary,,morgan1871; skinner1926
Nf11,Otoe,,40,-95,1870,3,Semisedentary,,whitman1937
Nf12,Ponca,,43,-99,1850,3,Semisedentary,,dorsey1897; howard1965b
Nf13,Shawnee,,37,-85,1820,3,Semisedentary,,trowbridge1939
Nf14,Caddo,,33,-93,NA,7,Villages/towns,,parsons1941; swanton1942b
Nf15,Kickapoo,,43,-90,1870,NA,Missing data,,
Nf2,Ho Chunk,,44,-88,1850,3,Semisedentary,,michelson1935; oestreich1948; radin1923
Nf3,Omaha,,41,-96,1850,3,Semisedentary,,dorsey1884; fletcherandlaflesche1911; fortune1932a; mead1932b
Nf4,Myaamia,,40,-86,1720,3,Semisedentary,,kinietz1940b; morgan1871
Nf5,Wichita,,34,-98,1860,3,Semisedentary,,curtis1930; dorsey1904a; schmitt1952; schmittandschmitt1953
Nf6,Pawnee,,42,-100,1867,3,Semisedentary,,dorsey1904b; dorseyandmurie1940; lounsbury1956; weltfish1965
Nf7,Fox,,45,-95,1830,2,Seminomadic,,joffe1940; linton1940; michelson1938; tax1937
Nf8,Hasinai,,31,-95,1770,6,Hamlets,,griffith1954; parson1941; spier1924; swanton1942b
Nf9,Menominee,,46,-88,1870,3,Semisedentary,,hoffman1893; keesing1939; skinner1913; spindler1962
Ng1,Huron,,44,-78,1640,3,Semisedentary,,kinietz1940a; tooker1964; trigger1969
Ng10,Seneca,,43,-77,1750,7,Villages/towns,,fenton1940; goldenweiser191213; hunt1940; morgan1871; morgan1877; morgan1901; noon1949; quain1937
Ng11,Yuchi,,35,-86,1750,7,Villages/towns,,eggan1937a; speck1909; swanton1946
Ng12,Choctaw,,33,-88,1760,5,Dispersed homesteads,,eggan1937a; swanton1931; swanton1946
Ng13,Abenaki,,46,-70,NA,NA,Missing data,,
Ng14,Chickasaw,,35,-85,NA,NA,Missing data,,
Ng15,Chitimacha,,30,-90,1750,NA,Missing data,,
Ng2,Seminole,,27,-81,1940,NA,Missing data,,
Ng3,Muscogee,,33,-84,1750,7,Villages/towns,,bartram1953; murdock1956; speck1907; swanton1928a; swanton1928c; swanton1946
Ng4,Penobscot,,45,-68,1900,NA,Missing data,,
Ng5,Cherokee,,36,-83,1750,7,Villages/towns,,gearing1962; gilbert1937; gilbert1943; swanton1946
Ng6,Delaware,,41,-75,1700,3,Semisedentary,,harrington1913; herman1950; newcomb1956; wallace1947a
Ng7,Natchez,,32,-91,1700,7,Villages/towns,,macleod1924; swanton1911; whiteetal1971
Ng8,Timucua,,27,-82,1560,3,Semisedentary,,brinton1859; ehrmann1940; swanton1916; swanton1942a
Ng9,Catawba,,35,-80,1920,5,Dispersed homesteads,,speckandschaeffer1942; sturtevant1965; swanton1946
Nh1,Chiricahua,,31,-108,1880,1,Nomadic,,gifford1940; opler1936b; opler1936c; opler1937; opler1941; opler1971c
Nh10,Isleta,,35,-107,1920,7,Villages/towns,,parsons1932a; trager1943
Nh11,San Ildefonso,,36,-106,1900,7,Villages/towns,,dozier1954; dozier1961; parsons1929; robbinsetal1916; whitman1940
Nh12,Santa Ana,,35,-107,1920,7,Villages/towns,,gifford1940; white1942
Nh13,Acoma,,35,-108,1920,7,Villages/towns,,eggan1950; mickey1956; miller1959; white1932; white1943
Nh14,Laguna,,35,-107,1920,8,Complex permanent,,eggan1950; parson1923
